1,Desa Pondokagung,1,5/11/2023 8:26,5/11/2023 8:26
2,Desa Bayem,1,5/11/2023 8:26,5/11/2023 8:26
3,Desa Pait,1,5/11/2023 8:26,5/11/2023 8:26
4,Desa Wonoagung,1,5/11/2023 8:26,5/11/2023 8:26
5,Desa Kasembon,1,5/11/2023 8:26,5/11/2023 8:26
6,Desa Sukosari,1,5/11/2023 8:26,5/11/2023 8:26
7,Desa Pagersari,2,5/11/2023 8:26,5/11/2023 8:26
8,Desa Sidodadi,2,5/11/2023 8:26,5/11/2023 8:26
9,Desa Banjarejo,2,5/11/2023 8:26,5/11/2023 8:26
10,Desa Purworejo,2,5/11/2023 8:26,5/11/2023 8:26
11,Desa Ngantru,2,5/11/2023 8:26,5/11/2023 8:26
12,Desa Banturejo,2,5/11/2023 8:26,5/11/2023 8:26
13,Desa Pandansari,2,5/11/2023 8:26,5/11/2023 8:26
14,Desa Mulyorejo,2,5/11/2023 8:26,5/11/2023 8:26
15,Desa Sumberagung,2,5/11/2023 8:26,5/11/2023 8:26
16,Desa Kaumrejo,2,5/11/2023 8:26,5/11/2023 8:26
17,Desa Tulungrejo,2,5/11/2023 8:26,5/11/2023 8:26
18,Desa Waturejo,2,5/11/2023 8:26,5/11/2023 8:26
19,Desa Jombok,2,5/11/2023 8:26,5/11/2023 8:26
20,Desa Bendosari,3,5/11/2023 8:26,5/11/2023 8:26
21,Desa Sukomulyo,3,5/11/2023 8:26,5/11/2023 8:26
22,Desa Pujon Kidul,3,5/11/2023 8:26,5/11/2023 8:26
23,Desa Pujon Lor,3,5/11/2023 8:26,5/11/2023 8:26
24,Desa Pandensari,3,5/11/2023 8:26,5/11/2023 8:26
25,Desa Ngroto,3,5/11/2023 8:26,5/11/2023 8:26
26,Desa Ngabab,3,5/11/2023 8:26,5/11/2023 8:26
27,Desa Tawangsari,3,5/11/2023 8:26,5/11/2023 8:26
28,Desa Madiredo,3,5/11/2023 8:26,5/11/2023 8:26
29,Desa Wiyurejo,3,5/11/2023 8:26,5/11/2023 8:26
30,Desa Kucur,4,5/11/2023 8:26,5/11/2023 8:26
31,Desa Kalisongo,4,5/11/2023 8:26,5/11/2023 8:26
32,Desa Karangwidoro,4,5/11/2023 8:26,5/11/2023 8:26
33,Desa Petungsewu,4,5/11/2023 8:26,5/11/2023 8:26
34,Desa Selorejo,4,5/11/2023 8:26,5/11/2023 8:26
35,Desa Tegalwaru,4,5/11/2023 8:26,5/11/2023 8:26
36,Desa Landungsari,4,5/11/2023 8:26,5/11/2023 8:26
37,Desa Mulyoagung,4,5/11/2023 8:26,5/11/2023 8:26
38,Desa Gadingkulon,4,5/11/2023 8:26,5/11/2023 8:26
39,Desa Sumbersekar,4,5/11/2023 8:26,5/11/2023 8:26
40,Kelurahan Lawang,5,5/11/2023 8:26,5/11/2023 8:26
41,Kelurahan Kalirejo,5,5/11/2023 8:26,5/11/2023 8:26
42,Desa Sidoluhur,5,5/11/2023 8:26,5/11/2023 8:26
43,Desa Srigading,5,5/11/2023 8:26,5/11/2023 8:26
44,Desa Sidodadi,5,5/11/2023 8:26,5/11/2023 8:26
45,Desa Bedali,5,5/11/2023 8:26,5/11/2023 8:26
46,Desa Mulyoarjo,5,5/11/2023 8:26,5/11/2023 8:26
47,Desa Sumberngepoh,5,5/11/2023 8:26,5/11/2023 8:26
48,Desa Sumberporong,5,5/11/2023 8:26,5/11/2023 8:26
49,Desa Turirejo,5,5/11/2023 8:26,5/11/2023 8:26
50,Desa Ketindan,5,5/11/2023 8:26,5/11/2023 8:26
51,Desa Wonorejo,5,5/11/2023 8:26,5/11/2023 8:26
52,Kelurahan Losari,6,5/11/2023 8:26,5/11/2023 8:26
53,Kelurahan Pagentan,6,5/11/2023 8:26,5/11/2023 8:26
54,Kelurahan Candirenggo,6,5/11/2023 8:26,5/11/2023 8:26
55,Desa Langlang,6,5/11/2023 8:26,5/11/2023 8:26
56,Desa Tunjungtirto,6,5/11/2023 8:26,5/11/2023 8:26
57,Desa Banjararum,6,5/11/2023 8:26,5/11/2023 8:26
58,Desa Watugede,6,5/11/2023 8:26,5/11/2023 8:26
59,Desa Dengkol,6,5/11/2023 8:26,5/11/2023 8:26
60,Desa Wonorejo,6,5/11/2023 8:26,5/11/2023 8:26
61,Desa Baturetno,6,5/11/2023 8:26,5/11/2023 8:26
62,Desa Tamanharjo,6,5/11/2023 8:26,5/11/2023 8:26
63,Desa Purwoasri,6,5/11/2023 8:26,5/11/2023 8:26
64,Desa Klampok,6,5/11/2023 8:26,5/11/2023 8:26
65,Desa Gunungrejo,6,5/11/2023 8:26,5/11/2023 8:26
66,Desa Ardimulyo,6,5/11/2023 8:26,5/11/2023 8:26
67,Desa Randuagung,6,5/11/2023 8:26,5/11/2023 8:26
68,Desa Toyomarto,6,5/11/2023 8:26,5/11/2023 8:26
69,Desa Tegalgondo,7,5/11/2023 8:26,5/11/2023 8:26
70,Desa Kepuharjo,7,5/11/2023 8:26,5/11/2023 8:26
71,Desa Ngenep,7,5/11/2023 8:26,5/11/2023 8:26
72,Desa Ngijo,7,5/11/2023 8:26,5/11/2023 8:26
73,Desa Ampeldento,7,5/11/2023 8:26,5/11/2023 8:26
74,Desa Girimoyo,7,5/11/2023 8:26,5/11/2023 8:26
75,Desa Bocek,7,5/11/2023 8:26,5/11/2023 8:26
76,Desa Donowarih,7,5/11/2023 8:26,5/11/2023 8:26
77,Desa Tawangargo,7,5/11/2023 8:26,5/11/2023 8:26
78,Desa Kenongo,8,5/11/2023 8:26,5/11/2023 8:26
79,Desa Ngadirejo,8,5/11/2023 8:26,5/11/2023 8:26
80,Desa Taji,8,5/11/2023 8:26,5/11/2023 8:26
81,Desa Pandansari Lor,8,5/11/2023 8:26,5/11/2023 8:26
82,Desa Sukopuro,8,5/11/2023 8:26,5/11/2023 8:26
83,Desa Sidorejo,8,5/11/2023 8:26,5/11/2023 8:26
84,Desa Sukolilo,8,5/11/2023 8:26,5/11/2023 8:26
85,Desa Sidomulyo,8,5/11/2023 8:26,5/11/2023 8:26
86,Desa Gadingkembar,8,5/11/2023 8:26,5/11/2023 8:26
87,Desa Kemantren,8,5/11/2023 8:26,5/11/2023 8:26
88,Desa Argosari,8,5/11/2023 8:26,5/11/2023 8:26
89,Desa Slamparejo,8,5/11/2023 8:26,5/11/2023 8:26
90,Desa Kemiri,8,5/11/2023 8:26,5/11/2023 8:26
91,Desa Jabung,8,5/11/2023 8:26,5/11/2023 8:26
92,Desa Gunungjati,8,5/11/2023 8:26,5/11/2023 8:26
93,Desa Sekarpuro,9,5/11/2023 8:26,5/11/2023 8:26
94,Desa Ampeldento,9,5/11/2023 8:26,5/11/2023 8:26
95,Desa Sumber Kradenan,9,5/11/2023 8:26,5/11/2023 8:26
96,Desa Kedungrejo,9,5/11/2023 8:26,5/11/2023 8:26
97,Desa Banjarejo,9,5/11/2023 8:26,5/11/2023 8:26
98,Desa Pucangsongo,9,5/11/2023 8:26,5/11/2023 8:26
99,Desa Sukoanyar,9,5/11/2023 8:26,5/11/2023 8:26
100,Desa Sumberpasir,9,5/11/2023 8:26,5/11/2023 8:26
101,Desa Pakiskembar,9,5/11/2023 8:26,5/11/2023 8:26
102,Desa Pakisjajar,9,5/11/2023 8:26,5/11/2023 8:26
103,Desa Bunut Wetan,9,5/11/2023 8:26,5/11/2023 8:26
104,Desa Asrikaton,9,5/11/2023 8:26,5/11/2023 8:26
105,Desa Saptorenggo,9,5/11/2023 8:26,5/11/2023 8:26
106,Desa Mangliawan,9,5/11/2023 8:26,5/11/2023 8:26
107,Desa Tirtomoyo,9,5/11/2023 8:26,5/11/2023 8:26
108,Desa Ngingit,10,5/11/2023 8:26,5/11/2023 8:26
109,Desa Kidal,10,5/11/2023 8:26,5/11/2023 8:26
110,Desa Kambingan,10,5/11/2023 8:26,5/11/2023 8:26
111,Desa Pandanajeng,10,5/11/2023 8:26,5/11/2023 8:26
112,Desa Pulungdowo,10,5/11/2023 8:26,5/11/2023 8:26
113,Desa Bokor,10,5/11/2023 8:26,5/11/2023 8:26
114,Desa Slamet,10,5/11/2023 8:26,5/11/2023 8:26
115,Desa Wringinsongo,10,5/11/2023 8:26,5/11/2023 8:26
116,Desa Jeru,10,5/11/2023 8:26,5/11/2023 8:26
117,Desa Malangsuko,10,5/11/2023 8:26,5/11/2023 8:26
118,Desa Tumpang,10,5/11/2023 8:26,5/11/2023 8:26
119,Desa Tulusbesar,10,5/11/2023 8:26,5/11/2023 8:26
120,Desa Benjor,10,5/11/2023 8:26,5/11/2023 8:26
121,Desa Duwet,10,5/11/2023 8:26,5/11/2023 8:26
122,Desa Duwetkrajan,10,5/11/2023 8:26,5/11/2023 8:26
123,Desa Dawuhan,11,5/11/2023 8:26,5/11/2023 8:26
124,Desa Sumberejo,11,5/11/2023 8:26,5/11/2023 8:26
125,Desa Pandansari,11,5/11/2023 8:26,5/11/2023 8:26
126,Desa Ngadireso,11,5/11/2023 8:26,5/11/2023 8:26
127,Desa Karanganyar,11,5/11/2023 8:26,5/11/2023 8:26
128,Desa Jambesari,11,5/11/2023 8:26,5/11/2023 8:26
129,Desa Pajaran,11,5/11/2023 8:26,5/11/2023 8:26
130,Desa Argosuko,11,5/11/2023 8:26,5/11/2023 8:26
131,Desa Ngebruk,11,5/11/2023 8:26,5/11/2023 8:26
132,Desa Karangnongko,11,5/11/2023 8:26,5/11/2023 8:26
133,Desa Wonomulyo,11,5/11/2023 8:26,5/11/2023 8:26
134,Desa Belung,11,5/11/2023 8:26,5/11/2023 8:26
135,Desa Wonorejo,11,5/11/2023 8:26,5/11/2023 8:26
136,Desa Poncokusumo,11,5/11/2023 8:26,5/11/2023 8:26
137,Desa Wringinanom,11,5/11/2023 8:26,5/11/2023 8:26
138,Desa Gubugklakah,11,5/11/2023 8:26,5/11/2023 8:26
139,Desa Ngadas,11,5/11/2023 8:26,5/11/2023 8:26
140,Desa Tambakasri,12,5/11/2023 8:26,5/11/2023 8:26
141,Desa Tangkilsari,12,5/11/2023 8:26,5/11/2023 8:26
142,Desa Jambearjo,12,5/11/2023 8:26,5/11/2023 8:26
143,Desa Jatisari,12,5/11/2023 8:26,5/11/2023 8:26
144,Desa Pandanmulyo,12,5/11/2023 8:26,5/11/2023 8:26
145,Desa Ngawonggo,12,5/11/2023 8:26,5/11/2023 8:26
146,Desa Purwosekar,12,5/11/2023 8:26,5/11/2023 8:26
147,Desa Gunungronggo,12,5/11/2023 8:26,5/11/2023 8:26
148,Desa Gunungsari,12,5/11/2023 8:26,5/11/2023 8:26
149,Desa Tajinan,12,5/11/2023 8:26,5/11/2023 8:26
150,Desa Randugading,12,5/11/2023 8:26,5/11/2023 8:26
151,Desa Sumbersuko,12,5/11/2023 8:26,5/11/2023 8:26
152,Desa Sukonolo,13,5/11/2023 8:26,5/11/2023 8:26
153,Desa Gading,13,5/11/2023 8:26,5/11/2023 8:26
154,Desa Krebet,13,5/11/2023 8:26,5/11/2023 8:26
155,Desa Bakalan,13,5/11/2023 8:26,5/11/2023 8:26
156,Desa Sudimoro,13,5/11/2023 8:26,5/11/2023 8:26
157,Desa Kasri,13,5/11/2023 8:26,5/11/2023 8:26
158,Desa Pringu,13,5/11/2023 8:26,5/11/2023 8:26
159,Desa Kasembon,13,5/11/2023 8:26,5/11/2023 8:26
160,Desa Kuwolu,13,5/11/2023 8:26,5/11/2023 8:26
161,Desa Krebetsenggrong,13,5/11/2023 8:26,5/11/2023 8:26
162,Desa Lumbangsari,13,5/11/2023 8:26,5/11/2023 8:26
163,Desa Wandanpuro,13,5/11/2023 8:26,5/11/2023 8:26
164,Desa Bululawang,13,5/11/2023 8:26,5/11/2023 8:26
165,Desa Sempalwadak,13,5/11/2023 8:26,5/11/2023 8:26
166,Kelurahan Turen,14,5/11/2023 8:26,5/11/2023 8:26
167,Kelurahan Sedayu,14,5/11/2023 8:26,5/11/2023 8:26
168,Desa Kemulan,14,5/11/2023 8:26,5/11/2023 8:26
169,Desa Tawangrejeni,14,5/11/2023 8:26,5/11/2023 8:26
170,Desa Sawahan,14,5/11/2023 8:26,5/11/2023 8:26
171,Desa Undaan,14,5/11/2023 8:26,5/11/2023 8:26
172,Desa Gedog Kulon,14,5/11/2023 8:26,5/11/2023 8:26
173,Desa Gedog Wetan,14,5/11/2023 8:26,5/11/2023 8:26
174,Desa Talok,14,5/11/2023 8:26,5/11/2023 8:26
175,Desa Tanggung Desa Jeru,14,5/11/2023 8:26,5/11/2023 8:26
176,Desa Pagedangan,14,5/11/2023 8:26,5/11/2023 8:26
177,Desa Sanankerto,14,5/11/2023 8:26,5/11/2023 8:26
178,Desa Sananrejo,14,5/11/2023 8:26,5/11/2023 8:26
179,Desa Kedok,14,5/11/2023 8:26,5/11/2023 8:26
180,Desa Talangsuko,14,5/11/2023 8:26,5/11/2023 8:26
181,Desa Tumpukrenteng,14,5/11/2023 8:26,5/11/2023 8:26
182,Desa Sumberputih,15,5/11/2023 8:26,5/11/2023 8:26
183,Desa Wonoayu,15,5/11/2023 8:26,5/11/2023 8:26
184,Desa Bambang,15,5/11/2023 8:26,5/11/2023 8:26
185,Desa Bringin,15,5/11/2023 8:26,5/11/2023 8:26
186,Desa Dadapan,15,5/11/2023 8:26,5/11/2023 8:26
187,Desa Patokpicis,15,5/11/2023 8:26,5/11/2023 8:26
188,Desa Blayu,15,5/11/2023 8:26,5/11/2023 8:26
189,Desa Codo,15,5/11/2023 8:26,5/11/2023 8:26
190,Desa Sukolilo,15,5/11/2023 8:26,5/11/2023 8:26
191,Desa Kidangbang,15,5/11/2023 8:26,5/11/2023 8:26
192,Desa Sukoanyar,15,5/11/2023 8:26,5/11/2023 8:26
193,Desa Wajak,15,5/11/2023 8:26,5/11/2023 8:26
194,Desa Ngembal,15,5/11/2023 8:26,5/11/2023 8:26
195,Desa Permanu,16,5/11/2023 8:26,5/11/2023 8:26
196,Desa Karangpandan,16,5/11/2023 8:26,5/11/2023 8:26
197,Desa Glanggang,16,5/11/2023 8:26,5/11/2023 8:26
198,Desa Sutojayan,16,5/11/2023 8:26,5/11/2023 8:26
199,Desa Wonokerso,16,5/11/2023 8:26,5/11/2023 8:26
200,Desa Karangduren,16,5/11/2023 8:26,5/11/2023 8:26
201,Desa Pakisaji,16,5/11/2023 8:26,5/11/2023 8:26
202,Desa Jatisari,16,5/11/2023 8:26,5/11/2023 8:26
203,Desa Wadung,16,5/11/2023 8:26,5/11/2023 8:26
204,Desa Genengan,16,5/11/2023 8:26,5/11/2023 8:26
205,Desa Kebonagung,16,5/11/2023 8:26,5/11/2023 8:26
206,Desa Kendalpayak,16,5/11/2023 8:26,5/11/2023 8:26
207,Desa Sumbersuko,17,5/11/2023 8:26,5/11/2023 8:26
208,Desa Mendalanwangi,17,5/11/2023 8:26,5/11/2023 8:26
209,Desa Sitirejo,17,5/11/2023 8:26,5/11/2023 8:26
210,Desa Parangargo,17,5/11/2023 8:26,5/11/2023 8:26
211,Desa Gondowangi,17,5/11/2023 8:26,5/11/2023 8:26
212,Desa Pandanrejo,17,5/11/2023 8:26,5/11/2023 8:26
213,Desa Petungsewu,17,5/11/2023 8:26,5/11/2023 8:26
214,Desa Sukodadi,17,5/11/2023 8:26,5/11/2023 8:26
215,Desa Sidorahayu,17,5/11/2023 8:26,5/11/2023 8:26
216,Desa Jedong,17,5/11/2023 8:26,5/11/2023 8:26
217,Desa Dalisodo,17,5/11/2023 8:26,5/11/2023 8:26
218,Desa Pandanlandung,17,5/11/2023 8:26,5/11/2023 8:26
219,Desa Ngajum,18,5/11/2023 8:26,5/11/2023 8:26
220,Desa Palaan,18,5/11/2023 8:26,5/11/2023 8:26
221,Desa Ngasem,18,5/11/2023 8:26,5/11/2023 8:26
222,Desa Banjarsari,18,5/11/2023 8:26,5/11/2023 8:26
223,Desa Kranggan,18,5/11/2023 8:26,5/11/2023 8:26
224,Desa Kesamben,18,5/11/2023 8:26,5/11/2023 8:26
225,Desa Babadan,18,5/11/2023 8:26,5/11/2023 8:26
226,Desa Balesari,18,5/11/2023 8:26,5/11/2023 8:26
227,Desa Maguan,18,5/11/2023 8:26,5/11/2023 8:26
228,Desa Bangelan,19,5/11/2023 8:26,5/11/2023 8:26
229,Desa Kluwut,19,5/11/2023 8:26,5/11/2023 8:26
230,Desa Plandi,19,5/11/2023 8:26,5/11/2023 8:26
231,Desa Plaosan,19,5/11/2023 8:26,5/11/2023 8:26
232,Desa Kebobang,19,5/11/2023 8:26,5/11/2023 8:26
233,Desa Wonosari,19,5/11/2023 8:26,5/11/2023 8:26
234,Desa Sumbertempur,19,5/11/2023 8:26,5/11/2023 8:26
235,Desa Sumberdem,19,5/11/2023 8:26,5/11/2023 8:26
236,Desa Slorok,20,5/11/2023 8:26,5/11/2023 8:26
237,Desa Jatikerto,20,5/11/2023 8:26,5/11/2023 8:26
238,Desa Ngadirejo,20,5/11/2023 8:26,5/11/2023 8:26
239,Desa Kromengan,20,5/11/2023 8:26,5/11/2023 8:26
240,Desa Peniwen,20,5/11/2023 8:26,5/11/2023 8:26
241,Desa Jambuwer,20,5/11/2023 8:26,5/11/2023 8:26
242,Desa Karangrejo,20,5/11/2023 8:26,5/11/2023 8:26
243,Desa Sumberpucung,21,5/11/2023 8:26,5/11/2023 8:26
244,Desa Jatiguwi,21,5/11/2023 8:26,5/11/2023 8:26
245,Desa Sambigede,21,5/11/2023 8:26,5/11/2023 8:26
246,Desa Senggreng,21,5/11/2023 8:26,5/11/2023 8:26
247,Desa Ternyang,21,5/11/2023 8:26,5/11/2023 8:26
248,Desa Ngebruk,21,5/11/2023 8:26,5/11/2023 8:26
249,Desa Karangkates,21,5/11/2023 8:26,5/11/2023 8:26
250,Kelurahan Kepanjen,22,5/11/2023 8:26,5/11/2023 8:26
251,Kelurahan Ardirejo,22,5/11/2023 8:26,5/11/2023 8:26
252,Kelurahan Cepokomulyo,22,5/11/2023 8:26,5/11/2023 8:26
253,Kelurahan Penarukan,22,5/11/2023 8:26,5/11/2023 8:26
254,Desa Jenggolo,22,5/11/2023 8:26,5/11/2023 8:26
255,Desa Sengguruh,22,5/11/2023 8:26,5/11/2023 8:26
256,Desa Kemiri,22,5/11/2023 8:26,5/11/2023 8:26
257,Desa Tegalsari,22,5/11/2023 8:26,5/11/2023 8:26
258,Desa Mangunrejo,22,5/11/2023 8:26,5/11/2023 8:26
259,Desa Panggungrejo,22,5/11/2023 8:26,5/11/2023 8:26
260,Desa Kedung Pedaringan,22,5/11/2023 8:26,5/11/2023 8:26
261,Desa Talangagung,22,5/11/2023 8:26,5/11/2023 8:26
262,Desa Dilem,22,5/11/2023 8:26,5/11/2023 8:26
263,Desa Sukoraharjo,22,5/11/2023 8:26,5/11/2023 8:26
264,Desa Curungrejo,22,5/11/2023 8:26,5/11/2023 8:26
265,Desa Jatirejoyoso,22,5/11/2023 8:26,5/11/2023 8:26
266,Desa Ngadilangkung,22,5/11/2023 8:26,5/11/2023 8:26
267,Desa Mojosari,22,5/11/2023 8:26,5/11/2023 8:26
268,Desa Sukorejo,23,5/11/2023 8:26,5/11/2023 8:26
269,Desa Bulupitu,23,5/11/2023 8:26,5/11/2023 8:26
270,Desa Sukosari,23,5/11/2023 8:26,5/11/2023 8:26
271,Desa Panggungrejo,23,5/11/2023 8:26,5/11/2023 8:26
272,Desa Gondanglegi Kulon,23,5/11/2023 8:26,5/11/2023 8:26
273,Desa Gondanglegi Wetan,23,5/11/2023 8:26,5/11/2023 8:26
274,Desa Putat Kidul,23,5/11/2023 8:26,5/11/2023 8:26
275,Desa Putat Lor,23,5/11/2023 8:26,5/11/2023 8:26
276,Desa Sepanjang,23,5/11/2023 8:26,5/11/2023 8:26
277,Desa Urekurek,23,5/11/2023 8:26,5/11/2023 8:26
278,Desa Ketawang,23,5/11/2023 8:26,5/11/2023 8:26
279,Desa Ganjaran,23,5/11/2023 8:26,5/11/2023 8:26
280,Desa Putukrejo,23,5/11/2023 8:26,5/11/2023 8:26
281,Desa Sumberjaya,23,5/11/2023 8:26,5/11/2023 8:26
282,Desa Kanigoro,24,5/11/2023 8:26,5/11/2023 8:26
283,Desa Balearjo,24,5/11/2023 8:26,5/11/2023 8:26
284,Desa Kademangan,24,5/11/2023 8:26,5/11/2023 8:26
285,Desa Suwaru,24,5/11/2023 8:26,5/11/2023 8:26
286,Desa Clumprit,24,5/11/2023 8:26,5/11/2023 8:26
287,Desa Sidorejo,24,5/11/2023 8:26,5/11/2023 8:26
288,Desa Pagelaran,24,5/11/2023 8:26,5/11/2023 8:26
289,Desa Banjarejo,24,5/11/2023 8:26,5/11/2023 8:26
290,Desa Brongkal,24,5/11/2023 8:26,5/11/2023 8:26
291,Desa Karangsuko,24,5/11/2023 8:26,5/11/2023 8:26
292,Desa Arjosari,25,5/11/2023 8:26,5/11/2023 8:26
293,Desa Tumpakrejo,25,5/11/2023 8:26,5/11/2023 8:26
294,Desa Putukrejo,25,5/11/2023 8:26,5/11/2023 8:26
295,Desa Sumberpetung,25,5/11/2023 8:26,5/11/2023 8:26
296,Desa Kalipare,25,5/11/2023 8:26,5/11/2023 8:26
297,Desa Sukowilangun,25,5/11/2023 8:26,5/11/2023 8:26
298,Desa Arjowinangun,25,5/11/2023 8:26,5/11/2023 8:26
299,Desa Kalirejo,25,5/11/2023 8:26,5/11/2023 8:26
300,Desa Kaliasri,25,5/11/2023 8:26,5/11/2023 8:26
301,Desa Sumberoto,26,5/11/2023 8:26,5/11/2023 8:26
302,Desa Purworejo,26,5/11/2023 8:26,5/11/2023 8:26
303,Desa Donomulyo,26,5/11/2023 8:26,5/11/2023 8:26
304,Desa Tempursari,26,5/11/2023 8:26,5/11/2023 8:26
305,Desa Tlogosari,26,5/11/2023 8:26,5/11/2023 8:26
306,Desa Kedungsalam,26,5/11/2023 8:26,5/11/2023 8:26
307,Desa Banjarjo,26,5/11/2023 8:26,5/11/2023 8:26
308,Desa Tulungrejo,26,5/11/2023 8:26,5/11/2023 8:26
309,Desa Sumbermanjing Kulon,27,5/11/2023 8:26,5/11/2023 8:26
310,Desa Pandanrejo,27,5/11/2023 8:26,5/11/2023 8:26
311,Desa Sumberkerto,27,5/11/2023 8:26,5/11/2023 8:26
312,Desa Sempol,27,5/11/2023 8:26,5/11/2023 8:26
313,Desa Pagak,27,5/11/2023 8:26,5/11/2023 8:26
314,Desa Sumberejo,27,5/11/2023 8:26,5/11/2023 8:26
315,Desa Gampingan,27,5/11/2023 8:26,5/11/2023 8:26
316,Desa Tlogorejo,27,5/11/2023 8:26,5/11/2023 8:26
317,Desa Bandungrejo,28,5/11/2023 8:26,5/11/2023 8:26
318,Desa Sumberbening,28,5/11/2023 8:26,5/11/2023 8:26
319,Desa Srigonco,28,5/11/2023 8:26,5/11/2023 8:26
320,Desa Wonorejo,28,5/11/2023 8:26,5/11/2023 8:26
321,Desa Bantur,28,5/11/2023 8:26,5/11/2023 8:26
322,Desa Pringgodani,28,5/11/2023 8:26,5/11/2023 8:26
323,Desa Rejosari,28,5/11/2023 8:26,5/11/2023 8:26
324,Desa Wonokerto,28,5/11/2023 8:26,5/11/2023 8:26
325,Desa Rejoyoso,28,5/11/2023 8:26,5/11/2023 8:26
326,Desa Karangsari,28,5/11/2023 8:26,5/11/2023 8:26
327,Desa Tumpakrejo,29,5/11/2023 8:26,5/11/2023 8:26
328,Desa Sindurejo,29,5/11/2023 8:26,5/11/2023 8:26
329,Desa Gajahrejo,29,5/11/2023 8:26,5/11/2023 8:26
330,Desa Sidodadi,29,5/11/2023 8:26,5/11/2023 8:26
331,Desa Gedangan,29,5/11/2023 8:26,5/11/2023 8:26
332,Desa Segaran,29,5/11/2023 8:26,5/11/2023 8:26
333,Desa Sumberejo,29,5/11/2023 8:26,5/11/2023 8:26
334,Desa Sitiarjo,30,5/11/2023 8:26,5/11/2023 8:26
335,Desa Tambakrejo,30,5/11/2023 8:26,5/11/2023 8:26
336,Desa Kedungbanteng,30,5/11/2023 8:26,5/11/2023 8:26
337,Desa Tambakasri,30,5/11/2023 8:26,5/11/2023 8:26
338,Desa Tegalrejo,30,5/11/2023 8:26,5/11/2023 8:26
339,Desa Ringinkembar,30,5/11/2023 8:26,5/11/2023 8:26
340,Desa Sumberagung,30,5/11/2023 8:26,5/11/2023 8:26
341,Desa Harjokuncaran,30,5/11/2023 8:26,5/11/2023 8:26
342,Desa Argotirto,30,5/11/2023 8:26,5/11/2023 8:26
343,Desa Ringinsari,30,5/11/2023 8:26,5/11/2023 8:26
344,Desa Druju,30,5/11/2023 8:26,5/11/2023 8:26
345,Desa Sumbermanjing Wetan,30,5/11/2023 8:26,5/11/2023 8:26
346,Desa Klepu,30,5/11/2023 8:26,5/11/2023 8:26
347,Desa Sekarbanyu,30,5/11/2023 8:26,5/11/2023 8:26
348,Kelurahan Dampit,31,5/11/2023 8:26,5/11/2023 8:26
349,Desa Sukodono,31,5/11/2023 8:26,5/11/2023 8:26
350,Desa Srimulyo,31,5/11/2023 8:26,5/11/2023 8:26
351,Desa Baturetno,31,5/11/2023 8:26,5/11/2023 8:26
352,Desa Bumirejo,31,5/11/2023 8:26,5/11/2023 8:26
353,Desa Sumbersuko,31,5/11/2023 8:26,5/11/2023 8:26
354,Desa Amadanom,31,5/11/2023 8:26,5/11/2023 8:26
355,Desa Pamotan,31,5/11/2023 8:26,5/11/2023 8:26
356,Desa Majangtengah,31,5/11/2023 8:26,5/11/2023 8:26
357,Desa Rembun,31,5/11/2023 8:26,5/11/2023 8:26
358,Desa Pojok,31,5/11/2023 8:26,5/11/2023 8:26
359,Desa Jambangan,31,5/11/2023 8:26,5/11/2023 8:26
360,Desa Purwodadi,32,5/11/2023 8:26,5/11/2023 8:26
361,Desa Pujiharjo,32,5/11/2023 8:26,5/11/2023 8:26
362,Desa Sumbertangkil,32,5/11/2023 8:26,5/11/2023 8:26
363,Desa Kepatihan,32,5/11/2023 8:26,5/11/2023 8:26
364,Desa Jogomulyan,32,5/11/2023 8:26,5/11/2023 8:26
365,Desa Tirtoyudo,32,5/11/2023 8:26,5/11/2023 8:26
366,Desa Gadungsari,32,5/11/2023 8:26,5/11/2023 8:26
367,Desa Tlogosari,32,5/11/2023 8:26,5/11/2023 8:26
368,Desa Sukorejo,32,5/11/2023 8:26,5/11/2023 8:26
369,Desa Ampelgading,32,5/11/2023 8:26,5/11/2023 8:26
370,Desa Tamankuncaran,32,5/11/2023 8:26,5/11/2023 8:26
371,Desa Wonoagung,32,5/11/2023 8:26,5/11/2023 8:26
372,Desa Tamansatrian,32,5/11/2023 8:26,5/11/2023 8:26
373,Desa Lebakharjo,33,5/11/2023 8:26,5/11/2023 8:26
374,Desa Wirotaman,33,5/11/2023 8:26,5/11/2023 8:26
375,Desa Tamanasri,33,5/11/2023 8:26,5/11/2023 8:26
376,Desa Sonowangi,33,5/11/2023 8:26,5/11/2023 8:26
377,Desa Tirtomarto,33,5/11/2023 8:26,5/11/2023 8:26
378,Desa Purwoharjo,33,5/11/2023 8:26,5/11/2023 8:26
379,Desa Sidorenggo,33,5/11/2023 8:26,5/11/2023 8:26
380,Desa Tirtomoyo,33,5/11/2023 8:26,5/11/2023 8:26
381,Desa Tawangagung,33,5/11/2023 8:26,5/11/2023 8:26
382,Desa Simojayan,33,5/11/2023 8:26,5/11/2023 8:26
383,Desa Argoyuwono,33,5/11/2023 8:26,5/11/2023 8:26
384,Desa Mulyosari,33,5/11/2023 8:26,5/11/2023 8:26
385,Desa Tamansari,33,5/11/2023 8:26,5/11/2023 8:26
,,,,
